Protein,PROTEIN.ID,Len,X10BT2_43,X13BT2_71,X21BT2_40,X26BT2_127,X66BT2_17,X74BT2_88,X5BT2_110,X55BT2_96,X73BT2_21,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,p.value,log.p.value,axes.LogFoldChange,axes.log.p.value,color.set,color.outline
lcl|c239797_g2_i1|m.26328,m.26328,112,2,1,0,0,1,2,0,2,0,-0.041,-0.0696,1,0.593074,0.631967,0.944512037,0.024792503,-0.041,0.024792503,#FFFFFF,#214447
lcl|c226637_g1_i1|m.11668,m.11668,241,0,0,0,0,1,0,0,0,0,-0.041,-0.0575,1,0.582621,0.637841,0.954146906,0.020384754,-0.041,0.020384754,#FFFFFF,#214447
lcl|c229828_g3_i5|m.14665,m.14665,218,0,0,0,0,1,1,0,0,0,-0.041,-0.0562,1,0.581475,0.638456,0.955182481,0.019913651,-0.041,0.019913651,#FFFFFF,#214447
lcl|c224522_g3_i3|m.9891,m.9891,404,0,0,0,0,1,0,0,0,0,-0.041,-0.0547,1,0.580147,0.639161,0.956377469,0.019370664,-0.041,0.019370664,#FFFFFF,#214447
lcl|c238537_g2_i7|m.24631,m.24631,169,23,32,28,21,36,33,27,18,39,-0.042,-0.3213,1,0.733801,0.440211,0.747983056,0.12610824,-0.042,0.12610824,#FFFFFF,#214447
lcl|c242001_g1_i2|m.29236,m.29236,3046,7,12,4,1,25,15,3,7,21,-0.042,-0.1987,1,0.681749,0.550888,0.842497424,0.074431418,-0.042,0.074431418,#FFFFFF,#214447
lcl|c219564_g8_i2|m.6456,m.6456,156,3,4,3,2,5,7,1,5,6,-0.042,-0.1184,0.999027,0.631348,0.605436,0.905750726,0.042991309,-0.042,0.042991309,#FFFFFF,#214447
lcl|c211563_g8_i2|m.2460,m.2460,139,2,2,2,0,2,3,2,2,2,-0.042,-0.0811,1,0.602653,0.626131,0.935362426,0.02902008,-0.042,0.02902008,#FFFFFF,#214447
lcl|c81884_g1_i1|m.32679,m.32679,180,2,3,0,11,4,10,9,5,0,-0.043,-0.1392,0.999143,0.645829,0.592665,0.889292109,0.050955562,-0.043,0.050955562,#FFFFFF,#214447
lcl|c235276_g3_i3|m.20780,m.20780,289,0,4,4,2,5,2,2,3,4,-0.043,-0.1093,0.999038,0.624677,0.61074,0.912964547,0.039546087,-0.043,0.039546087,#FFFFFF,#214447
lcl|c239814_g2_i3|m.26348,m.26348,309,4,4,0,4,0,2,4,0,3,-0.043,-0.0994,0.999216,0.617179,0.616321,0.920820683,0.035824934,-0.043,0.035824934,#FFFFFF,#214447
lcl|c227073_g3_i1|m.12111,m.12111,216,0,1,1,0,0,0,1,1,0,-0.043,-0.0588,1,0.583763,0.637222,0.953111408,0.020856332,-0.043,0.020856332,#FFFFFF,#214447
lcl|c224289_g1_i1|m.9705,m.9705,327,0,1,1,0,6,2,0,0,4,-0.044,-0.0873,0.999683,0.607672,0.622879,0.930433054,0.03131487,-0.044,0.03131487,#FFFFFF,#214447
lcl|c239893_g3_i11|m.26488,m.26488,1522,0,0,0,0,1,0,0,0,0,-0.044,-0.062,1,0.586553,0.635687,0.950562832,0.022019171,-0.044,0.022019171,#FFFFFF,#214447
lcl|c225728_g4_i1|m.10879,m.10879,216,0,0,0,0,1,0,0,0,0,-0.044,-0.0611,1,0.585771,0.636121,0.951279569,0.021691831,-0.044,0.021691831,#FFFFFF,#214447
lcl|c244165_g1_i1|m.31839,m.31839,956,0,0,0,0,0,1,0,0,0,-0.044,-0.061,1,0.585684,0.636169,0.951359209,0.021655474,-0.044,0.021655474,#FFFFFF,#214447
lcl|c222343_g2_i1|m.8258,m.8258,323,0,0,0,0,0,0,1,0,0,-0.044,-0.0608,1,0.58551,0.636265,0.95151849,0.021582768,-0.044,0.021582768,#FFFFFF,#214447
lcl|c222930_g3_i1|m.8719,m.8719,738,1,0,0,0,0,0,0,0,0,-0.044,-0.0607,1,0.585423,0.636313,0.951598132,0.021546419,-0.044,0.021546419,#FFFFFF,#214447
lcl|c242561_g1_i1|m.29951,m.29951,779,0,0,1,0,0,0,0,0,0,-0.044,-0.0596,1,0.584463,0.63684,0.952474218,0.021146771,-0.044,0.021146771,#FFFFFF,#214447
lcl|c215741_g2_i3|m.4173,m.4173,202,1,1,0,0,0,0,0,1,0,-0.044,-0.0596,1,0.584463,0.63684,0.952474218,0.021146771,-0.044,0.021146771,#FFFFFF,#214447
lcl|c220766_g2_i2|m.7132,m.7132,950,0,0,0,1,0,0,0,0,0,-0.044,-0.059,1,0.583938,0.637127,0.952952108,0.020928925,-0.044,0.020928925,#FFFFFF,#214447
lcl|c236583_g2_i5|m.22287,m.22287,102,0,0,0,0,0,0,1,0,0,-0.044,-0.0573,1,0.582445,0.637935,0.95430622,0.020312245,-0.044,0.020312245,#FFFFFF,#214447
lcl|c222607_g3_i3|m.8470,m.8470,343,0,1,0,0,0,0,0,0,0,-0.045,-0.063,1,0.587419,0.635204,0.949766504,0.022383151,-0.045,0.022383151,#FFFFFF,#214447
lcl|c230890_g3_i2|m.15750,m.15750,566,1,0,1,0,0,0,1,0,0,-0.045,-0.0603,1,0.585074,0.636505,0.951916702,0.021401053,-0.045,0.021401053,#FFFFFF,#214447
lcl|c219411_g4_i1|m.6370,m.6370,226,0,0,0,0,0,0,1,0,0,-0.045,-0.06,1,0.584812,0.636649,0.952155635,0.021292058,-0.045,0.021292058,#FFFFFF,#214447
lcl|c221130_g3_i2|m.7408,m.7408,117,5,4,2,1,3,3,2,3,4,-0.046,-0.1065,0.999205,0.622582,0.612339,0.915185655,0.038490796,-0.046,0.038490796,#FFFFFF,#214447
lcl|c225229_g4_i3|m.10456,m.10456,477,0,1,0,0,0,0,0,0,0,-0.046,-0.0641,1,0.588369,0.63467,0.948890602,0.022783855,-0.046,0.022783855,#FFFFFF,#214447
lcl|c239334_g2_i2|m.25606,m.25606,741,0,0,1,0,0,0,1,0,1,-0.046,-0.0638,1,0.58811,0.634816,0.949129478,0.022674538,-0.046,0.022674538,#FFFFFF,#214447
lcl|c233235_g3_i2|m.18302,m.18302,393,0,0,0,1,1,1,0,0,1,-0.046,-0.0617,1,0.586293,0.635832,0.95080174,0.021910032,-0.046,0.021910032,#FFFFFF,#214447
lcl|c238311_g1_i2|m.24377,m.24377,447,0,0,1,0,0,0,1,1,1,-0.046,-0.0606,1,0.585336,0.636361,0.951677774,0.021510074,-0.046,0.021510074,#FFFFFF,#214447
lcl|c229665_g1_i8|m.14500,m.14500,316,1,1,0,0,0,1,0,0,0,-0.046,-0.0603,1,0.585074,0.636505,0.951916702,0.021401053,-0.046,0.021401053,#FFFFFF,#214447
lcl|c223499_g2_i6|m.9173,m.9173,164,20,11,0,2,3,0,4,8,6,-0.047,-0.1714,1,0.666242,0.571038,0.863909255,0.063531874,-0.047,0.063531874,#FFFFFF,#214447
lcl|c227297_g1_i3|m.12321,m.12321,135,1,2,2,0,2,2,0,3,1,-0.047,-0.0796,1,0.601423,0.626906,0.936555395,0.02846653,-0.047,0.02846653,#FFFFFF,#214447
lcl|c219828_g4_i5|m.6597,m.6597,249,0,3,0,0,0,0,2,0,0,-0.047,-0.0718,1,0.594933,0.63087,0.942761073,0.025598358,-0.047,0.025598358,#FFFFFF,#214447
lcl|c239587_g1_i1|m.26015,m.26015,845,0,1,1,0,0,0,0,1,1,-0.047,-0.0653,1,0.589402,0.634086,0.947935142,0.023221376,-0.047,0.023221376,#FFFFFF,#214447
lcl|c218000_g1_i5|m.5473,m.5473,256,0,0,0,0,1,1,1,1,1,-0.047,-0.0647,1,0.588886,0.634378,0.948412863,0.023002565,-0.047,0.023002565,#FFFFFF,#214447
lcl|c241197_g1_i1|m.28305,m.28305,444,0,0,0,0,1,1,0,0,1,-0.047,-0.0639,1,0.588197,0.634767,0.949049852,0.022710974,-0.047,0.022710974,#FFFFFF,#214447
lcl|c235027_g2_i1|m.20505,m.20505,260,0,0,0,1,0,0,0,0,0,-0.047,-0.0615,1,0.586119,0.635928,0.950961014,0.021837287,-0.047,0.021837287,#FFFFFF,#214447
lcl|c189444_g1_i1|m.802,m.802,292,0,0,0,0,0,0,0,1,0,-0.047,-0.0602,1,0.584987,0.636553,0.951996346,0.021364719,-0.047,0.021364719,#FFFFFF,#214447
lcl|c222179_g3_i2|m.8147,m.8147,186,1,0,0,1,1,0,1,0,0,-0.047,-0.0591,1,0.584026,0.637079,0.952872459,0.020965226,-0.047,0.020965226,#FFFFFF,#214447
lcl|c227293_g2_i4|m.12320,m.12320,194,7,7,7,7,9,15,10,8,7,-0.048,-0.1966,1,0.680612,0.552498,0.844140571,0.073585226,-0.048,0.073585226,#FFFFFF,#214447
lcl|c218095_g2_i3|m.5543,m.5543,174,0,0,0,1,0,0,0,0,1,-0.048,-0.0706,1,0.593921,0.63147,0.94371611,0.025158631,-0.048,0.025158631,#FFFFFF,#214447
lcl|c229274_g2_i2|m.14119,m.14119,781,0,0,0,0,0,1,0,0,0,-0.048,-0.0665,1,0.590432,0.633498,0.946979758,0.023659304,-0.048,0.023659304,#FFFFFF,#214447
lcl|c218776_g1_i7|m.5956,m.5956,492,0,1,1,1,1,1,1,1,1,-0.048,-0.0651,1,0.58923,0.634183,0.94809438,0.023148428,-0.048,0.023148428,#FFFFFF,#214447
lcl|c235791_g2_i8|m.21336,m.21336,159,0,1,0,0,1,1,0,0,0,-0.048,-0.0638,1,0.58811,0.634816,0.949129478,0.022674538,-0.048,0.022674538,#FFFFFF,#214447
lcl|c221649_g1_i1|m.7771,m.7771,542,0,0,0,0,0,0,0,1,0,-0.048,-0.063,1,0.587419,0.635204,0.949766504,0.022383151,-0.048,0.022383151,#FFFFFF,#214447
lcl|c226138_g1_i1|m.11235,m.11235,281,1,0,1,0,1,1,0,0,0,-0.048,-0.0626,1,0.587073,0.635397,0.950085029,0.022237525,-0.048,0.022237525,#FFFFFF,#214447
lcl|c239398_g2_i1|m.25731,m.25731,302,0,0,0,1,0,0,0,0,0,-0.048,-0.0624,1,0.5869,0.635494,0.950244295,0.022164729,-0.048,0.022164729,#FFFFFF,#214447
lcl|c239643_g6_i2|m.26073,m.26073,1161,2,0,2,0,0,0,0,1,2,-0.049,-0.0763,1,0.598696,0.628597,0.939180426,0.027250967,-0.049,0.027250967,#FFFFFF,#214447
lcl|c236333_g1_i1|m.22011,m.22011,656,0,1,0,0,0,0,0,0,0,-0.049,-0.0662,1,0.590175,0.633645,0.947218597,0.023549784,-0.049,0.023549784,#FFFFFF,#214447
lcl|c209696_g5_i1|m.2033,m.2033,118,0,0,0,0,0,1,1,0,0,-0.049,-0.0662,1,0.590175,0.633645,0.947218597,0.023549784,-0.049,0.023549784,#FFFFFF,#214447
lcl|c216308_g10_i1|m.4522,m.4522,304,0,0,0,0,0,0,0,0,1,-0.049,-0.0651,1,0.58923,0.634183,0.94809438,0.023148428,-0.049,0.023148428,#FFFFFF,#214447
lcl|c224876_g2_i1|m.10201,m.10201,538,0,0,1,0,0,0,0,0,0,-0.05,-0.0735,1,0.596361,0.630015,0.941408244,0.026222003,-0.05,0.026222003,#FFFFFF,#214447
lcl|c238150_g1_i3|m.24168,m.24168,186,3,1,1,0,1,1,0,0,2,-0.05,-0.0712,1,0.594427,0.63117,0.943238581,0.025378444,-0.05,0.025378444,#FFFFFF,#214447
lcl|c225978_g1_i10|m.11104,m.11104,546,0,1,0,0,0,1,0,0,0,-0.05,-0.0688,1,0.592395,0.632364,0.945148818,0.024499804,-0.05,0.024499804,#FFFFFF,#214447
lcl|c224110_g2_i1|m.9607,m.9607,489,0,0,1,0,0,0,0,0,0,-0.05,-0.0686,1,0.592224,0.632463,0.945308019,0.024426658,-0.05,0.024426658,#FFFFFF,#214447
lcl|c272541_g1_i1|m.32419,m.32419,135,0,0,0,1,0,0,0,0,0,-0.05,-0.0664,1,0.590346,0.633547,0.94705937,0.023622795,-0.05,0.023622795,#FFFFFF,#214447
lcl|c238121_g4_i3|m.24118,m.24118,412,0,0,0,0,1,0,0,0,0,-0.05,-0.0648,1,0.588972,0.634329,0.948333241,0.023039026,-0.05,0.023039026,#FFFFFF,#214447
lcl|c241873_g2_i3|m.29041,m.29041,103,0,0,0,1,1,0,0,0,0,-0.05,-0.0642,1,0.588455,0.634622,0.948810977,0.022820299,-0.05,0.022820299,#FFFFFF,#214447
lcl|c224072_g3_i2|m.9582,m.9582,215,0,1,0,0,0,0,0,1,0,-0.05,-0.0635,1,0.587851,0.634961,0.949368359,0.022565247,-0.05,0.022565247,#FFFFFF,#214447
lcl|c231991_g3_i3|m.16895,m.16895,356,0,0,0,0,0,0,0,1,1,-0.051,-0.0696,1,0.593074,0.631967,0.944512037,0.024792503,-0.051,0.024792503,#FFFFFF,#214447
lcl|c220897_g5_i4|m.7224,m.7224,196,0,1,0,1,1,1,0,1,0,-0.051,-0.0673,1,0.591116,0.633105,0.946342877,0.023951482,-0.051,0.023951482,#FFFFFF,#214447
lcl|c236008_g9_i2|m.21562,m.21562,264,0,0,0,0,0,0,0,0,1,-0.051,-0.0666,1,0.590518,0.633449,0.946900146,0.023695817,-0.051,0.023695817,#FFFFFF,#214447
lcl|c230197_g3_i5|m.15044,m.15044,143,6,4,4,4,7,2,2,5,6,-0.052,-0.1473,0.999155,0.651187,0.58744,0.882895232,0.054090828,-0.052,0.054090828,#FFFFFF,#214447
lcl|c230001_g3_i1|m.14844,m.14844,469,0,1,1,0,0,0,0,1,1,-0.052,-0.0741,1,0.596863,0.629712,0.940930815,0.026442308,-0.052,0.026442308,#FFFFFF,#214447
lcl|c237342_g3_i11|m.23180,m.23180,713,0,1,0,0,0,1,0,0,1,-0.052,-0.0732,1,0.596109,0.630166,0.941646966,0.026111888,-0.052,0.026111888,#FFFFFF,#214447
lcl|c230742_g3_i4|m.15574,m.15574,406,0,0,0,1,0,0,1,0,0,-0.052,-0.0723,1,0.595354,0.630619,0.942363165,0.025781698,-0.052,0.025781698,#FFFFFF,#214447
lcl|c221534_g3_i2|m.7714,m.7714,369,0,0,0,0,0,1,0,0,0,-0.052,-0.0716,1,0.594765,0.63097,0.94292024,0.025525042,-0.052,0.025525042,#FFFFFF,#214447
lcl|c215184_g1_i1|m.3868,m.3868,566,0,0,0,0,0,1,0,0,0,-0.052,-0.0708,1,0.59409,0.63137,0.943556932,0.02523189,-0.052,0.02523189,#FFFFFF,#214447
lcl|c228247_g2_i1|m.13162,m.13162,706,0,0,1,0,1,0,0,0,1,-0.052,-0.0707,1,0.594005,0.63142,0.943636521,0.025195259,-0.052,0.025195259,#FFFFFF,#214447
lcl|c241687_g2_i2|m.28856,m.28856,387,1,0,1,1,0,0,0,0,0,-0.052,-0.0683,1,0.591969,0.632611,0.945546824,0.02431696,-0.052,0.02431696,#FFFFFF,#214447
lcl|c219770_g1_i8|m.6566,m.6566,232,0,1,0,0,1,1,0,0,0,-0.052,-0.0682,1,0.591884,0.632661,0.945626427,0.024280399,-0.052,0.024280399,#FFFFFF,#214447
lcl|c224029_g4_i1|m.9563,m.9563,590,48,49,38,35,56,45,37,48,44,-0.053,-0.5033,0.883998,0.769579,0.242644,0.614753366,0.211299084,-0.053,0.211299084,#FFFFFF,#214447
lcl|c226450_g3_i4|m.11486,m.11486,231,14,20,19,21,18,23,12,18,25,-0.053,-0.3315,1,0.73703,0.429658,0.740266841,0.130611704,-0.053,0.130611704,#FFFFFF,#214447
lcl|c240488_g1_i6|m.27324,m.27324,522,2,1,0,2,2,2,3,1,1,-0.053,-0.0924,0.999665,0.611727,0.62015,0.926380239,0.033210717,-0.053,0.033210717,#FFFFFF,#214447
lcl|c236286_g4_i1|m.21959,m.21959,624,0,1,1,0,3,1,0,2,0,-0.053,-0.0808,1,0.602407,0.626286,0.935601008,0.028909319,-0.053,0.028909319,#FFFFFF,#214447
lcl|c234339_g1_i1|m.19739,m.19739,535,1,0,0,0,0,0,0,0,0,-0.053,-0.0717,1,0.594849,0.63092,0.942840656,0.025561699,-0.053,0.025561699,#FFFFFF,#214447
lcl|c228854_g2_i6|m.13724,m.13724,516,0,0,0,0,0,1,0,0,0,-0.053,-0.0696,1,0.593074,0.631967,0.944512037,0.024792503,-0.053,0.024792503,#FFFFFF,#214447
lcl|c230320_g1_i1|m.15166,m.15166,659,0,0,1,0,1,0,0,0,0,-0.053,-0.0695,1,0.592989,0.632017,0.944591633,0.024755906,-0.053,0.024755906,#FFFFFF,#214447
lcl|c244307_g1_i1|m.32008,m.32008,172,0,0,0,0,1,0,1,0,0,-0.053,-0.0679,1,0.591628,0.632809,0.945865239,0.024170735,-0.053,0.024170735,#FFFFFF,#214447
lcl|c231281_g6_i3|m.16097,m.16097,137,47,31,54,55,55,37,34,29,69,-0.054,-0.5307,0.843161,0.771212,0.214797,0.595626686,0.225025853,-0.054,0.225025853,#FFFFFF,#214447
lcl|c240259_g4_i5|m.26974,m.26974,622,0,2,0,2,0,1,0,2,0,-0.054,-0.0818,1,0.603225,0.625767,0.934805756,0.029278622,-0.054,0.029278622,#FFFFFF,#214447
lcl|c234487_g2_i3|m.19886,m.19886,498,0,1,0,0,0,0,0,0,0,-0.054,-0.0739,1,0.596696,0.629814,0.941089956,0.026368862,-0.054,0.026368862,#FFFFFF,#214447
lcl|c242923_g2_i6|m.30397,m.30397,429,1,0,0,0,0,0,0,0,0,-0.054,-0.0718,1,0.594933,0.63087,0.942761073,0.025598358,-0.054,0.025598358,#FFFFFF,#214447
lcl|c236746_g1_i12|m.22465,m.22465,407,0,0,0,0,0,0,0,0,1,-0.054,-0.0712,1,0.594427,0.63117,0.943238581,0.025378444,-0.054,0.025378444,#FFFFFF,#214447
lcl|c231719_g4_i1|m.16545,m.16545,172,1,1,0,0,1,1,1,1,1,-0.054,-0.0702,1,0.593582,0.631669,0.944034474,0.025012146,-0.054,0.025012146,#FFFFFF,#214447
lcl|c229017_g1_i5|m.13881,m.13881,453,0,1,2,2,1,0,0,2,0,-0.055,-0.0871,0.999678,0.607511,0.622985,0.930592025,0.031240673,-0.055,0.031240673,#FFFFFF,#214447
lcl|c225858_g7_i1|m.10995,m.10995,113,0,0,1,1,0,0,0,1,0,-0.055,-0.0702,1,0.593582,0.631669,0.944034474,0.025012146,-0.055,0.025012146,#FFFFFF,#214447
lcl|c244481_g2_i1|m.32261,m.32261,4436,1,1,1,0,0,0,1,0,0,-0.055,-0.0684,1,0.592054,0.632562,0.945467222,0.024353523,-0.055,0.024353523,#FFFFFF,#214447
lcl|c211861_g1_i1|m.2554,m.2554,151,4,3,4,3,7,7,2,5,7,-0.056,-0.1682,1,0.664319,0.573291,0.866425941,0.062268553,-0.056,0.062268553,#FFFFFF,#214447
lcl|c227564_g2_i6|m.12586,m.12586,532,2,3,2,4,0,2,5,1,0,-0.056,-0.1137,0.999027,0.627928,0.608197,0.909475613,0.041208942,-0.056,0.041208942,#FFFFFF,#214447
lcl|c237711_g3_i12|m.23641,m.23641,489,0,2,1,0,2,0,0,1,2,-0.056,-0.0894,0.999712,0.60935,0.621762,0.928764023,0.032094616,-0.056,0.032094616,#FFFFFF,#214447
lcl|c220645_g6_i10|m.7070,m.7070,197,1,0,0,0,1,0,0,0,0,-0.056,-0.077,1,0.599277,0.62824,0.938623545,0.027508556,-0.056,0.027508556,#FFFFFF,#214447
lcl|c216306_g1_i14|m.4518,m.4518,199,1,0,0,0,0,0,0,0,0,-0.056,-0.0757,1,0.598197,0.628902,0.939657776,0.027030288,-0.056,0.027030288,#FFFFFF,#214447
lcl|c213891_g2_i1|m.3276,m.3276,239,0,0,0,0,0,0,0,0,1,-0.056,-0.0733,1,0.596193,0.630116,0.941567392,0.02614859,-0.056,0.02614859,#FFFFFF,#214447
lcl|c237268_g2_i2|m.23103,m.23103,105,0,1,0,0,1,0,0,0,0,-0.056,-0.0726,1,0.595606,0.630468,0.942124427,0.025891736,-0.056,0.025891736,#FFFFFF,#214447
lcl|c215124_g2_i2|m.3835,m.3835,338,0,0,0,1,0,1,0,0,1,-0.056,-0.0717,1,0.594849,0.63092,0.942840656,0.025561699,-0.056,0.025561699,#FFFFFF,#214447
lcl|c237029_g1_i4|m.22804,m.22804,182,0,0,0,0,0,0,0,0,1,-0.057,-0.0799,1,0.601669,0.626752,0.93631679,0.028577189,-0.057,0.028577189,#FFFFFF,#214447
lcl|c237893_g3_i1|m.23867,m.23867,325,0,0,0,0,0,0,0,0,1,-0.057,-0.0777,1,0.599856,0.627882,0.938066694,0.027766283,-0.057,0.027766283,#FFFFFF,#214447
lcl|c171155_g1_i1|m.518,m.518,211,0,0,0,0,0,0,1,0,1,-0.057,-0.0773,1,0.599525,0.628087,0.938384891,0.027618993,-0.057,0.027618993,#FFFFFF,#214447
lcl|c243527_g2_i1|m.31051,m.31051,339,0,0,0,0,1,0,1,0,0,-0.057,-0.0759,1,0.598363,0.6288,0.939498657,0.027103836,-0.057,0.027103836,#FFFFFF,#214447
lcl|c242872_g1_i1|m.30313,m.30313,2114,0,0,0,0,0,0,0,1,1,-0.057,-0.0756,1,0.598114,0.628953,0.939737336,0.026993518,-0.057,0.026993518,#FFFFFF,#214447
lcl|c225316_g3_i2|m.10516,m.10516,126,0,0,0,0,1,0,0,0,0,-0.057,-0.0753,1,0.597864,0.629105,0.939976021,0.026883225,-0.057,0.026883225,#FFFFFF,#214447
lcl|c198103_g1_i1|m.1034,m.1034,236,0,0,0,0,1,0,0,0,1,-0.057,-0.0749,1,0.597531,0.629308,0.940294277,0.026736207,-0.057,0.026736207,#FFFFFF,#214447
lcl|c227746_g3_i10|m.12727,m.12727,169,1,0,0,0,1,1,0,0,1,-0.057,-0.0738,1,0.596612,0.629864,0.941169527,0.026332143,-0.057,0.026332143,#FFFFFF,#214447
lcl|c226211_g2_i1|m.11296,m.11296,245,1,0,1,0,0,1,0,0,0,-0.058,-0.0825,0.99999,0.603795,0.625403,0.934249118,0.029537303,-0.058,0.029537303,#FFFFFF,#214447
lcl|c240034_g1_i1|m.26673,m.26673,878,0,0,1,1,0,1,0,1,1,-0.058,-0.0787,1,0.600682,0.627369,0.937271245,0.028134706,-0.058,0.028134706,#FFFFFF,#214447
lcl|c229362_g2_i10|m.14209,m.14209,664,1,0,0,1,0,0,0,0,0,-0.058,-0.0782,1,0.600269,0.627626,0.937668962,0.027950459,-0.058,0.027950459,#FFFFFF,#214447
lcl|c243934_g1_i1|m.31545,m.31545,126,0,0,0,0,0,0,1,0,0,-0.058,-0.0778,1,0.599939,0.627831,0.937987146,0.027803113,-0.058,0.027803113,#FFFFFF,#214447
lcl|c239505_g2_i6|m.25900,m.25900,212,0,0,0,0,0,0,0,0,1,-0.058,-0.0771,1,0.599359,0.628189,0.938543993,0.027545366,-0.058,0.027545366,#FFFFFF,#214447
lcl|c221860_g1_i2|m.7928,m.7928,168,0,0,1,0,0,1,0,0,0,-0.058,-0.0762,1,0.598613,0.628648,0.939259983,0.02721418,-0.058,0.02721418,#FFFFFF,#214447
lcl|c183731_g1_i1|m.686,m.686,183,1,0,1,0,0,0,0,0,0,-0.058,-0.0743,1,0.59703,0.629611,0.940771677,0.026515766,-0.058,0.026515766,#FFFFFF,#214447
lcl|c232853_g2_i4|m.17839,m.17839,478,0,0,1,0,0,0,1,0,0,-0.058,-0.074,1,0.596779,0.629763,0.941010385,0.026405584,-0.058,0.026405584,#FFFFFF,#214447
lcl|c241466_g2_i10|m.28615,m.28615,236,12,19,22,11,17,16,1,29,15,-0.059,-0.3229,1,0.734317,0.438567,0.746770976,0.12681257,-0.059,0.12681257,#FFFFFF,#214447
lcl|c223794_g7_i1|m.9389,m.9389,789,1,1,0,0,0,0,0,0,0,-0.059,-0.0839,0.99992,0.604933,0.624671,0.93313594,0.030055083,-0.059,0.030055083,#FFFFFF,#214447
lcl|c210433_g2_i1|m.2180,m.2180,113,0,0,0,0,0,0,0,0,1,-0.059,-0.0805,1,0.602162,0.626441,0.935839596,0.028798583,-0.059,0.028798583,#FFFFFF,#214447
lcl|c222905_g1_i3|m.8695,m.8695,156,0,0,0,0,0,1,0,0,0,-0.059,-0.0779,1,0.600022,0.62778,0.937907599,0.027839945,-0.059,0.027839945,#FFFFFF,#214447
lcl|c230302_g1_i1|m.15144,m.15144,524,0,0,0,1,0,0,1,0,0,-0.059,-0.0776,1,0.599773,0.627933,0.938146242,0.027729457,-0.059,0.027729457,#FFFFFF,#214447
lcl|c129535_g1_i1|m.155,m.155,581,0,1,0,0,0,0,0,0,0,-0.059,-0.0772,1,0.599442,0.628138,0.938464442,0.027582178,-0.059,0.027582178,#FFFFFF,#214447
lcl|c219601_g1_i1|m.6471,m.6471,429,54,50,54,28,32,40,41,47,34,-0.06,-0.5406,0.826956,0.771589,0.205093,0.588783318,0.230044503,-0.06,0.230044503,#FFFFFF,#214447
lcl|c222693_g1_i1|m.8538,m.8538,183,1,2,1,1,2,1,0,0,2,-0.06,-0.096,0.999472,0.614547,0.618192,0.923520573,0.034553426,-0.06,0.034553426,#FFFFFF,#214447
lcl|c229823_g1_i1|m.14655,m.14655,1133,1,0,1,0,1,0,1,0,0,-0.06,-0.0837,0.999931,0.60477,0.624776,0.933294957,0.029981081,-0.06,0.029981081,#FFFFFF,#214447
lcl|c235663_g1_i3|m.21185,m.21185,1125,0,0,1,0,0,0,1,0,1,-0.06,-0.0834,0.999947,0.604527,0.624933,0.933533489,0.029870098,-0.06,0.029870098,#FFFFFF,#214447
lcl|c227947_g3_i3|m.12917,m.12917,339,0,0,1,0,0,0,0,0,0,-0.06,-0.0827,0.999982,0.603958,0.625299,0.934090085,0.029611238,-0.06,0.029611238,#FFFFFF,#214447
lcl|c226102_g6_i1|m.11215,m.11215,127,0,1,0,1,1,1,0,0,0,-0.06,-0.0805,1,0.602162,0.626441,0.935839596,0.028798583,-0.06,0.028798583,#FFFFFF,#214447
lcl|c225774_g3_i6|m.10935,m.10935,1058,0,0,0,0,0,1,0,0,1,-0.06,-0.0803,1,0.601998,0.626545,0.935998658,0.028724774,-0.06,0.028724774,#FFFFFF,#214447
lcl|c237250_g2_i3|m.23072,m.23072,387,1,0,0,0,0,0,0,0,0,-0.06,-0.0799,1,0.601669,0.626752,0.93631679,0.028577189,-0.06,0.028577189,#FFFFFF,#214447
lcl|c217106_g1_i2|m.4972,m.4972,213,0,1,0,0,0,0,0,1,0,-0.06,-0.0781,1,0.600187,0.627677,0.937748507,0.027913619,-0.06,0.027913619,#FFFFFF,#214447
lcl|c240872_g2_i3|m.27854,m.27854,453,0,0,0,0,1,0,0,0,0,-0.06,-0.078,1,0.600104,0.627729,0.937828053,0.02787678,-0.06,0.02787678,#FFFFFF,#214447
lcl|c221706_g1_i1|m.7805,m.7805,194,0,0,1,0,0,1,1,0,0,-0.06,-0.0776,1,0.599773,0.627933,0.938146242,0.027729457,-0.06,0.027729457,#FFFFFF,#214447
lcl|c224691_g5_i2|m.10067,m.10067,350,0,0,0,0,1,0,0,0,0,-0.06,-0.0775,1,0.599691,0.627985,0.938225791,0.027692633,-0.06,0.027692633,#FFFFFF,#214447
lcl|c221681_g2_i2|m.7790,m.7790,428,1,0,1,0,0,0,0,0,1,-0.06,-0.0771,1,0.599359,0.628189,0.938543993,0.027545366,-0.06,0.027545366,#FFFFFF,#214447
lcl|c236909_g3_i2|m.22685,m.22685,135,338,490,475,675,358,241,524,490,192,-0.061,-1.8345,0,0.654959,0,0.066579808,1.176657463,-0.061,1.176657463,#FFFFFF,#214447
lcl|c217326_g3_i1|m.5105,m.5105,483,2,1,1,1,2,1,1,2,1,-0.061,-0.0966,0.999425,0.615014,0.617864,0.923044056,0.03477757,-0.061,0.03477757,#FFFFFF,#214447
lcl|c225098_g3_i9|m.10362,m.10362,470,1,0,0,0,2,2,0,0,2,-0.061,-0.0935,0.999621,0.612592,0.619555,0.92550635,0.033620597,-0.061,0.033620597,#FFFFFF,#214447
